PolicyNumber,CustomerID,ClaimNumber,Age,Gender,CoverageAmount,PremiumAmount,PolicyStartDate,PolicyEndDate,PolicyType,ClaimStatus,ClaimDate,ClaimAmount,Age Group,Active/ Inactive
P6233,C6233,C6233,35,Female,52167.94921875,770.27001953125,2023-07-21 00:00:00,2024-07-21 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P6234,C6234,C6234,49,Male,82909.390625,735.8900146484375,2023-08-29 00:00:00,2024-08-29 00:00:00,Auto,Pending,23-12-2023,5378.35986328125,Adult,Inactive
P6235,C6235,C6235,60,Female,71194.109375,1063.989990234375,2024-04-16 00:00:00,2025-04-16 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6236,C6236,C6236,34,Male,19519.689453125,208.60000610351562,2023-08-06 00:00:00,2024-08-06 00:00:00,Life,Pending,26-01-2024,2268.97998046875,Adult,Inactive
P6237,C6237,C6237,73,Female,102018.3203125,794.9400024414062,2024-01-05 00:00:00,2025-01-05 00:00:00,Travel,Pending,22-05-2024,1416.2099609375,Elder,Active
P6238,C6238,C6238,68,Male,47638.8515625,229.36000061035156,2024-02-09 00:00:00,2025-02-09 00:00:00,Life,Pending,06-09-2024,1232.219970703125,Elder,Active
P6239,C6239,C6239,86,Female,62356.58984375,151.69000244140625,2023-12-09 00:00:00,2024-12-09 00:00:00,Life,Settled,21-03-2024,3099.22998046875,Elder,Active
P624,C624,C624,28,Male,91897.2421875,465.2699890136719,2024-06-14 00:00:00,2025-06-14 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P6240,C6240,C6240,36,Male,10848.7998046875,513.0399780273438,2024-01-20 00:00:00,2025-01-20 00:00:00,Auto,Pending,04-03-2024,5341.0498046875,Adult,Active
P6241,C6241,C6241,69,Female,55220.87890625,1077.1099853515625,2023-09-09 00:00:00,2024-09-09 00:00:00,Health,Pending,25-01-2024,4589.580078125,Elder,Inactive
P6242,C6242,C6242,80,Male,104447.171875,666.3099975585938,2023-10-30 00:00:00,2024-10-30 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P6243,C6243,C6243,34,Female,57848.26171875,634.7999877929688,2023-08-30 00:00:00,2024-08-30 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P6244,C6244,C6244,32,Male,71677.171875,291.95001220703125,2024-02-01 00:00:00,2025-02-01 00:00:00,Home,Settled,14-07-2024,2950.5,Adult,Active
P6245,C6245,C6245,41,Female,64781.80859375,411.3399963378906,2024-04-15 00:00:00,2025-04-15 00:00:00,Travel,Pending,04-01-2025,1787.3399658203125,Adult,Active
P6246,C6246,C6246,27,Male,109656.109375,983.5499877929688,2023-08-09 00:00:00,2024-08-09 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P6247,C6247,C6247,43,Female,16451.83984375,185.1300048828125,2023-07-29 00:00:00,2024-07-29 00:00:00,Home,Pending,24-09-2023,1609.800048828125,Adult,Inactive
P6248,C6248,C6248,30,Male,23371.19921875,451.05999755859375,2023-12-24 00:00:00,2024-12-24 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6249,C6249,C6249,81,Female,66210.8984375,458.5199890136719,2023-09-20 00:00:00,2024-09-20 00:00:00,Health,Rejected,NULL,0,Elder,Inactive
P625,C625,C625,87,Female,94265.578125,456.4200134277344,2024-03-31 00:00:00,2025-03-31 00:00:00,Travel,Pending,26-09-2024,862.1099853515625,Elder,Active
P6250,C6250,C6250,24,Male,61190.26171875,277.94000244140625,2024-06-24 00:00:00,2025-06-24 00:00:00,Auto,Pending,30-06-2024,3907.070068359375,Young Adult,Active
P6251,C6251,C6251,21,Female,31110.4296875,935.27001953125,2023-10-09 00:00:00,2024-10-09 00:00:00,Home,Settled,05-08-2024,604.5399780273438,Young Adult,Inactive
P6252,C6252,C6252,49,Male,50690.53125,534.1699829101562,2024-06-27 00:00:00,2025-06-27 00:00:00,Health,Settled,05-04-2025,901.5700073242188,Adult,Active
P6253,C6253,C6253,69,Female,88524.578125,153.6999969482422,2024-04-18 00:00:00,2025-04-18 00:00:00,Life,Settled,02-08-2024,1837.9300537109375,Elder,Active
P6254,C6254,C6254,78,Male,32793.828125,626.8099975585938,2023-08-29 00:00:00,2024-08-29 00:00:00,Auto,Settled,19-01-2024,1489.969970703125,Elder,Inactive
P6255,C6255,C6255,29,Female,30205.640625,720.5900268554688,2023-09-17 00:00:00,2024-09-17 00:00:00,Auto,Settled,19-11-2023,4439.990234375,Adult,Inactive
P6256,C6256,C6256,49,Male,108631.3828125,725.0599975585938,2023-07-29 00:00:00,2024-07-29 00:00:00,Auto,Settled,03-04-2024,2837.8701171875,Adult,Inactive
P6257,C6257,C6257,32,Female,104500.296875,570.6699829101562,2023-11-24 00:00:00,2024-11-24 00:00:00,Health,Settled,08-07-2024,1845.5400390625,Adult,Active
P6258,C6258,C6258,62,Male,109532.359375,396.0199890136719,2023-09-14 00:00:00,2024-09-14 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P6259,C6259,C6259,79,Female,79033.0703125,907.3599853515625,2023-12-08 00:00:00,2024-12-08 00:00:00,Health,Rejected,NULL,0,Elder,Active
P626,C626,C626,36,Male,83384.2265625,1066.3399658203125,2023-07-26 00:00:00,2024-07-26 00:00:00,Travel,Settled,08-10-2023,2419.780029296875,Adult,Inactive
P6260,C6260,C6260,67,Male,82731.6171875,623.469970703125,2024-04-15 00:00:00,2025-04-15 00:00:00,Home,Pending,28-12-2024,973.5999755859375,Elder,Active
P6261,C6261,C6261,63,Female,36536.87109375,706.280029296875,2024-03-09 00:00:00,2025-03-09 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P6262,C6262,C6262,36,Male,56961.75,1010.6900024414062,2024-05-18 00:00:00,2025-05-18 00:00:00,Life,Rejected,NULL,0,Adult,Active
P6263,C6263,C6263,77,Female,52213.87890625,894.5599975585938,2023-09-14 00:00:00,2024-09-14 00:00:00,Auto,Settled,24-02-2024,4993.0400390625,Elder,Inactive
P6264,C6264,C6264,43,Male,23619.470703125,420.9800109863281,2024-06-06 00:00:00,2025-06-06 00:00:00,Auto,Settled,05-12-2024,4853.64013671875,Adult,Active
P6265,C6265,C6265,54,Female,72103.6171875,592.75,2024-04-23 00:00:00,2025-04-23 00:00:00,Travel,Pending,12-12-2024,3212.639892578125,Adult,Active
P6266,C6266,C6266,69,Male,12233.0595703125,610.8900146484375,2024-06-19 00:00:00,2025-06-19 00:00:00,Auto,Pending,13-06-2025,4421.5498046875,Elder,Active
P6267,C6267,C6267,49,Female,90938.8125,890.989990234375,2023-08-29 00:00:00,2024-08-29 00:00:00,Home,Settled,12-09-2023,4314.14013671875,Adult,Inactive
P6268,C6268,C6268,55,Male,51745.1015625,801,2023-09-21 00:00:00,2024-09-21 00:00:00,Travel,Settled,31-08-2024,3003.3701171875,Adult,Inactive
P6269,C6269,C6269,78,Female,20506.91015625,890.8900146484375,2023-08-03 00:00:00,2024-08-03 00:00:00,Travel,Settled,26-12-2023,2426.8701171875,Elder,Inactive
P627,C627,C627,85,Female,87876.2109375,290.7799987792969,2024-03-30 00:00:00,2025-03-30 00:00:00,Travel,Pending,29-09-2024,3721.68994140625,Elder,Active
P6270,C6270,C6270,40,Male,54097.140625,1000.6799926757812,2023-10-11 00:00:00,2024-10-11 00:00:00,Travel,Pending,15-03-2024,3361.050048828125,Adult,Inactive
P6271,C6271,C6271,41,Female,77258.9375,194.9199981689453,2023-10-28 00:00:00,2024-10-28 00:00:00,Health,Settled,05-03-2024,3133.4599609375,Adult,Active
P6272,C6272,C6272,43,Male,72735.8671875,549.4299926757812,2024-01-29 00:00:00,2025-01-29 00:00:00,Health,Rejected,NULL,0,Adult,Active
P6273,C6273,C6273,85,Female,88686.28125,995.1500244140625,2023-09-28 00:00:00,2024-09-28 00:00:00,Life,Pending,22-01-2024,3430.139892578125,Elder,Inactive
P6274,C6274,C6274,33,Male,13711.8203125,786.02001953125,2023-09-14 00:00:00,2024-09-14 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P6275,C6275,C6275,70,Female,106206.4375,159.2100067138672,2024-04-27 00:00:00,2025-04-27 00:00:00,Travel,Settled,23-10-2024,1247.989990234375,Elder,Active
P6276,C6276,C6276,34,Male,81612.0703125,1035.489990234375,2024-01-25 00:00:00,2025-01-25 00:00:00,Life,Rejected,NULL,0,Adult,Active
P6277,C6277,C6277,70,Female,60636.0703125,898.8499755859375,2023-08-05 00:00:00,2024-08-05 00:00:00,Travel,Pending,31-03-2024,3320.739990234375,Elder,Inactive
P6278,C6278,C6278,77,Male,50134.578125,573.5999755859375,2023-08-03 00:00:00,2024-08-03 00:00:00,Auto,Rejected,NULL,0,Elder,Inactive
P6279,C6279,C6279,74,Female,33881.078125,297.8599853515625,2024-01-29 00:00:00,2025-01-29 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P628,C628,C628,68,Male,100229.3125,284.54998779296875,2023-08-25 00:00:00,2024-08-25 00:00:00,Health,Pending,27-06-2024,2646.360107421875,Elder,Inactive
P6280,C6280,C6280,18,Male,51415.01171875,721.9500122070312,2023-10-19 00:00:00,2024-10-19 00:00:00,Auto,Settled,27-07-2024,4767.89013671875,Young Adult,Active
P6281,C6281,C6281,87,Female,61243.08984375,142.7100067138672,2024-04-10 00:00:00,2025-04-10 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P6282,C6282,C6282,70,Male,33313.05078125,589.5900268554688,2023-09-30 00:00:00,2024-09-30 00:00:00,Home,Settled,22-11-2023,3768.050048828125,Elder,Inactive
P6283,C6283,C6283,57,Female,107149.1328125,1067.1700439453125,2024-06-10 00:00:00,2025-06-10 00:00:00,Health,Rejected,NULL,0,Adult,Active
P6284,C6284,C6284,87,Male,64706.890625,974.8900146484375,2023-07-23 00:00:00,2024-07-23 00:00:00,Auto,Pending,23-07-2024,1631.5799560546875,Elder,Inactive
P6285,C6285,C6285,78,Female,79443.15625,915.97998046875,2024-04-19 00:00:00,2025-04-19 00:00:00,Health,Rejected,NULL,0,Elder,Active
P6286,C6286,C6286,43,Male,68109.2578125,408.1700134277344,2023-08-09 00:00:00,2024-08-09 00:00:00,Health,Pending,18-06-2024,1224.1600341796875,Adult,Inactive
P6287,C6287,C6287,30,Female,21470.189453125,165.67999267578125,2023-09-12 00:00:00,2024-09-12 00:00:00,Life,Rejected,NULL,0,Adult,Inactive
P6288,C6288,C6288,83,Male,63586.921875,567.7899780273438,2023-07-23 00:00:00,2024-07-23 00:00:00,Travel,Settled,16-04-2024,3445.139892578125,Elder,Inactive
P6289,C6289,C6289,18,Female,66472.4921875,1022.1699829101562,2023-08-23 00:00:00,2024-08-23 00:00:00,Travel,Settled,08-07-2024,1385.5899658203125,Young Adult,Inactive
P629,C629,C629,34,Female,27117.099609375,1040.3199462890625,2023-10-23 00:00:00,2024-10-23 00:00:00,Travel,Settled,27-06-2024,4193.169921875,Adult,Active
P6290,C6290,C6290,51,Male,104813.578125,602.6099853515625,2024-06-26 00:00:00,2025-06-26 00:00:00,Health,Pending,04-02-2025,2760.219970703125,Adult,Active
P6291,C6291,C6291,26,Female,73226.140625,373.4700012207031,2024-01-06 00:00:00,2025-01-06 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6292,C6292,C6292,39,Male,43043.44140625,805.1900024414062,2024-06-08 00:00:00,2025-06-08 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P6293,C6293,C6293,53,Female,83173.8515625,426.7099914550781,2023-08-05 00:00:00,2024-08-05 00:00:00,Travel,Settled,15-06-2024,3321.7099609375,Adult,Inactive
P6294,C6294,C6294,61,Male,59952.140625,979.6599731445312,2024-07-01 00:00:00,2025-07-01 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P6295,C6295,C6295,61,Female,41561.8203125,386.8500061035156,2024-06-23 00:00:00,2025-06-23 00:00:00,Life,Rejected,NULL,0,Elder,Active
P6296,C6296,C6296,81,Male,87255.21875,326.9100036621094,2024-03-13 00:00:00,2025-03-13 00:00:00,Home,Pending,18-07-2024,1082.3499755859375,Elder,Active
P6297,C6297,C6297,59,Female,90754.46875,689.27001953125,2023-07-15 00:00:00,2024-07-15 00:00:00,Auto,Pending,03-12-2023,1591.800048828125,Adult,Inactive
P6298,C6298,C6298,81,Male,17189.169921875,1083.3599853515625,2024-01-15 00:00:00,2025-01-15 00:00:00,Health,Rejected,NULL,0,Elder,Active
P6299,C6299,C6299,32,Female,59121.48828125,511.8900146484375,2023-10-06 00:00:00,2024-10-06 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P63,C63,C63,61,Female,58738.55078125,140.35000610351562,2023-10-04 00:00:00,2024-10-04 00:00:00,Health,Pending,08-03-2024,4891.83984375,Elder,Inactive
P630,C630,C630,34,Male,46302.359375,527.9500122070312,2024-06-25 00:00:00,2025-06-25 00:00:00,Health,Rejected,NULL,0,Adult,Active
P6300,C6300,C6300,36,Male,22189.220703125,337.3299865722656,2024-01-01 00:00:00,2025-01-01 00:00:00,Auto,Settled,21-01-2024,3614.199951171875,Adult,Active
P6301,C6301,C6301,18,Female,108227.9296875,230.4600067138672,2024-01-14 00:00:00,2025-01-14 00:00:00,Auto,Rejected,NULL,0,Young Adult,Active
P6302,C6302,C6302,46,Male,25555.779296875,516.3699951171875,2023-10-21 00:00:00,2024-10-21 00:00:00,Travel,Pending,07-01-2024,1042.2900390625,Adult,Active
P6303,C6303,C6303,60,Female,75573.9609375,802.989990234375,2023-11-19 00:00:00,2024-11-19 00:00:00,Health,Rejected,NULL,0,Adult,Active
P6304,C6304,C6304,81,Male,31601.630859375,999.8099975585938,2023-09-08 00:00:00,2024-09-08 00:00:00,Auto,Settled,20-11-2023,4998.240234375,Elder,Inactive
P6305,C6305,C6305,24,Female,69966.15625,455.3900146484375,2023-11-29 00:00:00,2024-11-29 00:00:00,Auto,Settled,09-03-2024,892.6699829101562,Young Adult,Active
P6306,C6306,C6306,59,Male,93616.84375,523.9500122070312,2024-03-02 00:00:00,2025-03-02 00:00:00,Travel,Settled,09-03-2024,3497.659912109375,Adult,Active
P6307,C6307,C6307,28,Female,40474.671875,944.9500122070312,2024-01-15 00:00:00,2025-01-15 00:00:00,Health,Settled,26-03-2024,1485.489990234375,Adult,Active
P6308,C6308,C6308,34,Male,86362.8203125,496.1000061035156,2023-11-24 00:00:00,2024-11-24 00:00:00,Health,Pending,31-10-2024,2916.3701171875,Adult,Active
P6309,C6309,C6309,74,Female,108806.5390625,289.7200012207031,2023-11-26 00:00:00,2024-11-26 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P631,C631,C631,53,Female,10748.01953125,835.9600219726562,2024-02-07 00:00:00,2025-02-07 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6310,C6310,C6310,56,Male,58527,263.8999938964844,2023-08-20 00:00:00,2024-08-20 00:00:00,Life,Rejected,NULL,0,Adult,Inactive
P6311,C6311,C6311,51,Female,61633.078125,140.6300048828125,2024-04-06 00:00:00,2025-04-06 00:00:00,Auto,Pending,18-04-2024,3376.669921875,Adult,Active
P6312,C6312,C6312,33,Male,107951.59375,839.1599731445312,2024-04-30 00:00:00,2025-04-30 00:00:00,Home,Pending,02-10-2024,5464.52978515625,Adult,Active
P6313,C6313,C6313,55,Female,98319.390625,884.5900268554688,2024-04-23 00:00:00,2025-04-23 00:00:00,Travel,Settled,25-04-2024,643.1400146484375,Adult,Active
P6314,C6314,C6314,21,Male,62556.62890625,878.1599731445312,2024-06-06 00:00:00,2025-06-06 00:00:00,Travel,Settled,28-06-2024,965.2000122070312,Young Adult,Active
P6315,C6315,C6315,21,Female,30344.66015625,148.22999572753906,2023-07-29 00:00:00,2024-07-29 00:00:00,Travel,Pending,22-12-2023,2237.010009765625,Young Adult,Inactive
P6316,C6316,C6316,45,Male,67827.46875,279.5199890136719,2024-02-12 00:00:00,2025-02-12 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6317,C6317,C6317,84,Female,71711.21875,771.4099731445312,2024-05-30 00:00:00,2025-05-30 00:00:00,Travel,Pending,12-03-2025,5089.14013671875,Elder,Active
P6318,C6318,C6318,37,Male,48043.3203125,895.2100219726562,2024-04-04 00:00:00,2025-04-04 00:00:00,Life,Pending,21-09-2024,2432.969970703125,Adult,Active
P6319,C6319,C6319,62,Female,74481.78125,719.1400146484375,2023-11-03 00:00:00,2024-11-03 00:00:00,Travel,Pending,08-11-2023,4225.490234375,Elder,Active
P632,C632,C632,52,Male,53600.8203125,360.44000244140625,2023-09-22 00:00:00,2024-09-22 00:00:00,Auto,Settled,04-07-2024,887.52001953125,Adult,Inactive
P6320,C6320,C6320,49,Male,21873.029296875,924.9299926757812,2024-05-30 00:00:00,2025-05-30 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6321,C6321,C6321,43,Female,71340.34375,191.27000427246094,2024-05-31 00:00:00,2025-05-31 00:00:00,Health,Rejected,NULL,0,Adult,Active
P6322,C6322,C6322,56,Male,45803.359375,444.0799865722656,2023-08-17 00:00:00,2024-08-17 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P6323,C6323,C6323,68,Female,19032.7890625,333.42999267578125,2024-05-27 00:00:00,2025-05-27 00:00:00,Life,Pending,06-09-2024,669.3099975585938,Elder,Active
P6324,C6324,C6324,26,Male,94291.46875,929.239990234375,2023-09-24 00:00:00,2024-09-24 00:00:00,Auto,Settled,17-11-2023,3402.7900390625,Adult,Inactive
P6325,C6325,C6325,65,Female,98494.921875,891.030029296875,2023-11-10 00:00:00,2024-11-10 00:00:00,Travel,Pending,01-10-2024,1702.5400390625,Elder,Active
P6326,C6326,C6326,30,Male,42700.8984375,851.280029296875,2024-02-22 00:00:00,2025-02-22 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6327,C6327,C6327,22,Female,76958.40625,555.52001953125,2024-05-03 00:00:00,2025-05-03 00:00:00,Travel,Settled,30-12-2024,1845.5999755859375,Young Adult,Active
P6328,C6328,C6328,57,Male,83881.96875,1016.4000244140625,2023-10-16 00:00:00,2024-10-16 00:00:00,Auto,Pending,05-08-2024,3172.06005859375,Adult,Active
P6329,C6329,C6329,84,Female,53216.05078125,334.1600036621094,2024-02-29 00:00:00,2025-02-28 00:00:00,Travel,Pending,01-05-2024,3717.340087890625,Elder,Active
P633,C633,C633,23,Female,41398.078125,376.5199890136719,2024-01-01 00:00:00,2025-01-01 00:00:00,Auto,Rejected,NULL,0,Young Adult,Active
P6330,C6330,C6330,39,Male,12513.8798828125,709.6300048828125,2024-05-30 00:00:00,2025-05-30 00:00:00,Health,Rejected,NULL,0,Adult,Active
P6331,C6331,C6331,30,Female,31544.859375,685.6599731445312,2023-12-03 00:00:00,2024-12-03 00:00:00,Health,Settled,01-03-2024,4623.009765625,Adult,Active
P6332,C6332,C6332,26,Male,108163.65625,136.36000061035156,2023-10-11 00:00:00,2024-10-11 00:00:00,Life,Pending,03-01-2024,5181.14013671875,Adult,Inactive
P6333,C6333,C6333,55,Female,72229.71875,240.39999389648438,2023-10-30 00:00:00,2024-10-30 00:00:00,Auto,Settled,06-08-2024,3588.889892578125,Adult,Active
P6334,C6334,C6334,54,Male,101455.5703125,367.0799865722656,2023-11-11 00:00:00,2024-11-11 00:00:00,Life,Settled,31-01-2024,3639.219970703125,Adult,Active
P6335,C6335,C6335,41,Female,77757.5625,631.0700073242188,2023-12-30 00:00:00,2024-12-30 00:00:00,Travel,Pending,05-12-2024,1232.3800048828125,Adult,Active
P6336,C6336,C6336,44,Male,18225.9296875,915.1599731445312,2024-04-25 00:00:00,2025-04-25 00:00:00,Auto,Pending,30-12-2024,2103.0400390625,Adult,Active
P6337,C6337,C6337,76,Female,105305.09375,442.739990234375,2023-08-30 00:00:00,2024-08-30 00:00:00,Life,Rejected,NULL,0,Elder,Inactive
P6338,C6338,C6338,46,Male,101846.8984375,1031.75,2023-11-14 00:00:00,2024-11-14 00:00:00,Auto,Pending,20-06-2024,539.8099975585938,Adult,Active
P6339,C6339,C6339,78,Female,70152,995.0499877929688,2024-05-22 00:00:00,2025-05-22 00:00:00,Health,Rejected,NULL,0,Elder,Active
P634,C634,C634,55,Male,59191.1796875,123.63999938964844,2023-07-25 00:00:00,2024-07-25 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P6340,C6340,C6340,48,Male,14105.9296875,215.74000549316406,2023-12-04 00:00:00,2024-12-04 00:00:00,Life,Settled,21-03-2024,3246.5400390625,Adult,Active
P6341,C6341,C6341,18,Female,74725.6875,635.3699951171875,2024-06-14 00:00:00,2025-06-14 00:00:00,Auto,Settled,10-11-2024,1762.47998046875,Young Adult,Active
P6342,C6342,C6342,29,Male,75019.7421875,374.3599853515625,2024-07-02 00:00:00,2025-07-02 00:00:00,Health,Settled,21-01-2025,4920.5498046875,Adult,Active
P6343,C6343,C6343,79,Female,13198.5400390625,372.760009765625,2024-05-10 00:00:00,2025-05-10 00:00:00,Home,Rejected,NULL,0,Elder,Active
P6344,C6344,C6344,41,Male,87229.25,1044.22998046875,2024-05-27 00:00:00,2025-05-27 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6345,C6345,C6345,30,Female,37130.1796875,275.6000061035156,2023-08-03 00:00:00,2024-08-03 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P6346,C6346,C6346,35,Male,35827.16015625,995.7100219726562,2023-11-22 00:00:00,2024-11-22 00:00:00,Health,Settled,13-04-2024,4033.260009765625,Adult,Active
P6347,C6347,C6347,76,Female,87582.78125,344.760009765625,2024-03-06 00:00:00,2025-03-06 00:00:00,Travel,Settled,02-03-2025,805.5499877929688,Elder,Active
P6348,C6348,C6348,84,Male,89925.1171875,672.3900146484375,2024-04-17 00:00:00,2025-04-17 00:00:00,Auto,Settled,08-02-2025,1818.6700439453125,Elder,Active
P6349,C6349,C6349,82,Female,98062.140625,753.72998046875,2023-08-17 00:00:00,2024-08-17 00:00:00,Health,Settled,10-12-2023,3888.56005859375,Elder,Inactive
P635,C635,C635,81,Female,35273.26953125,404.6499938964844,2023-09-27 00:00:00,2024-09-27 00:00:00,Home,Rejected,NULL,0,Elder,Inactive
P6350,C6350,C6350,76,Male,101920.78125,173.67999267578125,2024-04-24 00:00:00,2025-04-24 00:00:00,Life,Rejected,NULL,0,Elder,Active
P6351,C6351,C6351,20,Female,63416.96875,561.3200073242188,2024-03-29 00:00:00,2025-03-29 00:00:00,Auto,Pending,28-06-2024,1910.3199462890625,Young Adult,Active
P6352,C6352,C6352,83,Male,70946.2421875,190.5500030517578,2024-03-07 00:00:00,2025-03-07 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P6353,C6353,C6353,22,Female,89007.1015625,500.82000732421875,2024-03-01 00:00:00,2025-03-01 00:00:00,Auto,Pending,03-12-2024,2179.4599609375,Young Adult,Active
P6354,C6354,C6354,21,Male,32427.119140625,127.6500015258789,2023-08-09 00:00:00,2024-08-09 00:00:00,Health,Settled,17-08-2023,998.2100219726562,Young Adult,Inactive
P6355,C6355,C6355,45,Female,86200.15625,741.6799926757812,2024-03-18 00:00:00,2025-03-18 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P6356,C6356,C6356,48,Male,36514.2109375,385.5899963378906,2024-05-02 00:00:00,2025-05-02 00:00:00,Life,Rejected,NULL,0,Adult,Active
P6357,C6357,C6357,23,Female,21846.23046875,688.280029296875,2024-01-20 00:00:00,2025-01-20 00:00:00,Home,Settled,05-07-2024,3864.280029296875,Young Adult,Active
P6358,C6358,C6358,76,Male,25455.2890625,873.6799926757812,2024-07-05 00:00:00,2025-07-05 00:00:00,Health,Pending,02-08-2024,500.6499938964844,Elder,Active
P6359,C6359,C6359,21,Female,92593.7890625,244.80999755859375,2023-10-27 00:00:00,2024-10-27 00:00:00,Health,Rejected,NULL,0,Young Adult,Active
P636,C636,C636,52,Male,103386.40625,810.9199829101562,2024-05-12 00:00:00,2025-05-12 00:00:00,Life,Pending,10-09-2024,4001.1298828125,Adult,Active
P6360,C6360,C6360,40,Male,88315.140625,267.9700012207031,2024-02-15 00:00:00,2025-02-15 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P6361,C6361,C6361,44,Female,63317.69140625,364.2300109863281,2023-11-04 00:00:00,2024-11-04 00:00:00,Auto,Pending,18-12-2023,1520.8399658203125,Adult,Active
P6362,C6362,C6362,43,Male,15783.2001953125,1049.280029296875,2023-07-23 00:00:00,2024-07-23 00:00:00,Auto,Pending,29-02-2024,535.5399780273438,Adult,Inactive
P6363,C6363,C6363,32,Female,92273.546875,932.3400268554688,2024-01-22 00:00:00,2025-01-22 00:00:00,Health,Settled,07-03-2024,4738.72998046875,Adult,Active
P6364,C6364,C6364,73,Male,69884.2734375,640.989990234375,2024-03-10 00:00:00,2025-03-10 00:00:00,Travel,Settled,24-09-2024,3656.5400390625,Elder,Active
P6365,C6365,C6365,62,Female,73796.25,522.219970703125,2024-01-18 00:00:00,2025-01-18 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P6366,C6366,C6366,42,Male,35515.30859375,1027.6600341796875,2024-05-02 00:00:00,2025-05-02 00:00:00,Life,Rejected,NULL,0,Adult,Active
P6367,C6367,C6367,50,Female,100339.796875,1002.1900024414062,2024-01-14 00:00:00,2025-01-14 00:00:00,Travel,Settled,05-05-2024,1119.3599853515625,Adult,Active
P6368,C6368,C6368,64,Male,86324,995.3900146484375,2023-11-24 00:00:00,2024-11-24 00:00:00,Travel,Pending,31-07-2024,2619.75,Elder,Active
P6369,C6369,C6369,44,Female,49569.80859375,595.4000244140625,2024-02-18 00:00:00,2025-02-18 00:00:00,Travel,Pending,17-08-2024,3987.6201171875,Adult,Active
P637,C637,C637,58,Female,82808.3203125,971.6400146484375,2024-03-30 00:00:00,2025-03-30 00:00:00,Home,Rejected,NULL,0,Adult,Active
P6370,C6370,C6370,24,Male,69883.5625,776.6799926757812,2024-01-31 00:00:00,2025-01-31 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P6371,C6371,C6371,35,Female,27179.189453125,433.489990234375,2024-07-04 00:00:00,2025-07-04 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P6372,C6372,C6372,80,Male,51559.94140625,413.20001220703125,2024-02-05 00:00:00,2025-02-05 00:00:00,Life,Rejected,NULL,0,Elder,Active
P6373,C6373,C6373,41,Female,83073.0390625,541.760009765625,2024-02-29 00:00:00,2025-02-28 00:00:00,Life,Rejected,NULL,0,Adult,Active
P6374,C6374,C6374,87,Male,32884.6015625,193.85000610351562,2023-12-02 00:00:00,2024-12-02 00:00:00,Health,Rejected,NULL,0,Elder,Active
P6375,C6375,C6375,28,Female,36491.55078125,1027.5799560546875,2024-07-02 00:00:00,2025-07-02 00:00:00,Home,Settled,28-09-2024,514.5499877929688,Adult,Active
P6376,C6376,C6376,34,Male,27054.279296875,486.05999755859375,2023-11-27 00:00:00,2024-11-27 00:00:00,Travel,Settled,05-08-2024,3602.639892578125,Adult,Active
P6377,C6377,C6377,68,Female,90498.5234375,617.97998046875,2024-04-27 00:00:00,2025-04-27 00:00:00,Travel,Settled,17-08-2024,5431.89013671875,Elder,Active
P6378,C6378,C6378,27,Male,24688.669921875,625.9000244140625,2024-02-23 00:00:00,2025-02-23 00:00:00,Life,Rejected,NULL,0,Adult,Active
P6379,C6379,C6379,25,Female,45226.33984375,701.6699829101562,2023-10-11 00:00:00,2024-10-11 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P638,C638,C638,81,Male,57719.5703125,257.1300048828125,2023-08-06 00:00:00,2024-08-06 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P6380,C6380,C6380,30,Male,57265.8984375,852.3499755859375,2023-11-20 00:00:00,2024-11-20 00:00:00,Health,Settled,27-07-2024,3574.89990234375,Adult,Active
